organism,SMAG,taxlevel,breakpoints,cor_md5sum1,cor_md5sum2,cor_md5sum3,cor_md5sum4,cor_md5sum5,cor_md5sum6,cor_md5sum7,cor_md5sum8,cor_md5sum9,cor_md5sum10,organism,SMAG,taxlevel,breakpoints,rho_md5sum1,rho_md5sum2,rho_md5sum3,rho_md5sum4,rho_md5sum5,rho_md5sum6,rho_md5sum7,rho_md5sum8,rho_md5sum9,rho_md5sum10
Chloropicon,TARA_AOS_82_MAG_00131,genus,NA 2 NA NA NA NA NA NA NA,3ff909dfce4ec920e4b9a258800811f29215fbcf,36c6c1a1a7fa9fb63c1881f98298c8d808039436,,,,,,,,,Chloropicon,TARA_AOS_82_MAG_00131,genus,NA NA NA NA NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,62d4efcd3795665240709341fbf31881320a18aa,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,
Chloropicon,TARA_AOS_82_MAG_00131,taxogroup_middle,NA 2 NA NA NA NA NA NA NA,3ff909dfce4ec920e4b9a258800811f29215fbcf,36c6c1a1a7fa9fb63c1881f98298c8d808039436,,,,,,,,,Chloropicon,TARA_AOS_82_MAG_00131,taxogroup_middle,NA NA NA NA NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,62d4efcd3795665240709341fbf31881320a18aa,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,
Chloropicon,TARA_MED_95_MAG_00462,genus,NA NA NA NA NA NA NA NA,3ff909dfce4ec920e4b9a258800811f29215fbcf,36c6c1a1a7fa9fb63c1881f98298c8d808039436,,,,,,,,,Chloropicon,TARA_MED_95_MAG_00462,genus,NA NA NA NA NA NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,62d4efcd3795665240709341fbf31881320a18aa,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,
Chloropicon,TARA_MED_95_MAG_00462,taxogroup_middle,NA NA NA NA NA NA NA NA,3ff909dfce4ec920e4b9a258800811f29215fbcf,36c6c1a1a7fa9fb63c1881f98298c8d808039436,,,,,,,,,Chloropicon,TARA_MED_95_MAG_00462,taxogroup_middle,NA NA NA NA NA NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,62d4efcd3795665240709341fbf31881320a18aa,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,
Chloropicon,TARA_PON_109_MAG_00124,genus,1 2 NA NA NA NA NA,3ff909dfce4ec920e4b9a258800811f29215fbcf,178a2f0e4b05dcf7f4c5cee4332623d2d58352f0,,,,,,,,,Chloropicon,TARA_PON_109_MAG_00124,genus,NA NA NA NA NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,62d4efcd3795665240709341fbf31881320a18aa,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,
Chloropicon,TARA_PON_109_MAG_00124,taxogroup_middle,NA NA NA NA NA NA NA NA NA,3ff909dfce4ec920e4b9a258800811f29215fbcf,178a2f0e4b05dcf7f4c5cee4332623d2d58352f0,,,,,,,,,Chloropicon,TARA_PON_109_MAG_00124,taxogroup_middle,NA NA NA NA NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,62d4efcd3795665240709341fbf31881320a18aa,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,
Chloropicon,TARA_PSE_93_MAG_00121,genus,NA NA NA NA 5 NA NA NA 9,1f9bc45ded5aefb6ed99199903cf146d133c5033,a1a73e72269366a490eb5fdfade04b2c4583ab44,8deb9df4031546babb5b84887c6578baf49a0b41,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,62d4efcd3795665240709341fbf31881320a18aa,e50b8eb6e11c4ec217ecdadb18bce9084db3bab7,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,7e733926acccccf889c91ea3aaccccda9de57c28,,Chloropicon,TARA_PSE_93_MAG_00121,genus,NA NA NA NA NA NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,62d4efcd3795665240709341fbf31881320a18aa,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,
Chloropicon,TARA_PSE_93_MAG_00121,taxogroup_middle,NA NA NA NA NA NA 7 NA NA,74c4f15ca9aa7b936dbf91e31457b5fa1f5e9784,756b537b6d951b323ed9a3334ed5c1d36973a4d9,1f9bc45ded5aefb6ed99199903cf146d133c5033,a1a73e72269366a490eb5fdfade04b2c4583ab44,8deb9df4031546babb5b84887c6578baf49a0b41,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,,,,Chloropicon,TARA_PSE_93_MAG_00121,taxogroup_middle,NA NA NA NA NA NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,62d4efcd3795665240709341fbf31881320a18aa,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,
Chloropicon,TARA_PSE_93_MAG_00182,genus,1 NA 3 NA NA NA NA NA NA,7e733926acccccf889c91ea3aaccccda9de57c28,747033d2424fe64379fc7d8cabadda347f7ead2c,178a2f0e4b05dcf7f4c5cee4332623d2d58352f0,,,,,,,,Chloropicon,TARA_PSE_93_MAG_00182,genus,NA NA NA NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,62d4efcd3795665240709341fbf31881320a18aa,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,
Chloropicon,TARA_PSE_93_MAG_00182,taxogroup_middle,NA 2 NA NA 5 NA NA NA NA,4288479b74340d3d264fcb6b6c7f05da62c6fc4d,7e733926acccccf889c91ea3aaccccda9de57c28,747033d2424fe64379fc7d8cabadda347f7ead2c,036faccf8545ac212335a7f85f07c1da366121de,178a2f0e4b05dcf7f4c5cee4332623d2d58352f0,,,,,,Chloropicon,TARA_PSE_93_MAG_00182,taxogroup_middle,NA NA NA NA NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,62d4efcd3795665240709341fbf31881320a18aa,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,
Chloropicon,TARA_PSE_93_MAG_00200,genus,1 NA NA NA NA NA,3c37d9bbcc5b3227114ae3afaae2ebacef2561ba,,,,,,,,,,Chloropicon,TARA_PSE_93_MAG_00200,genus,NA NA NA NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,62d4efcd3795665240709341fbf31881320a18aa,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,
Chloropicon,TARA_PSE_93_MAG_00200,taxogroup_middle,1 NA NA NA NA NA NA NA,3c37d9bbcc5b3227114ae3afaae2ebacef2561ba,,,,,,,,,,Chloropicon,TARA_PSE_93_MAG_00200,taxogroup_middle,NA NA NA NA NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,62d4efcd3795665240709341fbf31881320a18aa,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,
Chloropicon,TARA_PSE_93_MAG_00201,genus,NA 2 NA NA NA NA NA NA,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,,,,,,,,,Chloropicon,TARA_PSE_93_MAG_00201,genus,NA NA NA NA NA NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,62d4efcd3795665240709341fbf31881320a18aa,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,
Chloropicon,TARA_PSE_93_MAG_00201,taxogroup_middle,NA 2 NA NA NA NA NA NA NA,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,,,,,,,,,Chloropicon,TARA_PSE_93_MAG_00201,taxogroup_middle,NA NA NA NA NA NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,3e9badf5bfe6ccb477b6b6b7444f02d72b12b1e5,62d4efcd3795665240709341fbf31881320a18aa,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,
Chloropicon,TARA_PSW_86_MAG_00160,genus,1 2 3 NA NA 6 NA NA,747033d2424fe64379fc7d8cabadda347f7ead2c,e50b8eb6e11c4ec217ecdadb18bce9084db3bab7,7e733926acccccf889c91ea3aaccccda9de57c28,f359db7dd2290397296d6b8e8d184422cf3b006e,d0430ca982ea85837786256dccf44460964f369b,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,,,Chloropicon,TARA_PSW_86_MAG_00160,genus,1 NA NA NA 5 NA NA NA NA,747033d2424fe64379fc7d8cabadda347f7ead2c,7e733926acccccf889c91ea3aaccccda9de57c28,e50b8eb6e11c4ec217ecdadb18bce9084db3bab7,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,,,,,
Chloropicon,TARA_PSW_86_MAG_00160,taxogroup_middle,1 2 NA NA NA NA NA 8 NA,747033d2424fe64379fc7d8cabadda347f7ead2c,e50b8eb6e11c4ec217ecdadb18bce9084db3bab7,7e733926acccccf889c91ea3aaccccda9de57c28,74c4f15ca9aa7b936dbf91e31457b5fa1f5e9784,756b537b6d951b323ed9a3334ed5c1d36973a4d9,f359db7dd2290397296d6b8e8d184422cf3b006e,d0430ca982ea85837786256dccf44460964f369b,a1a73e72269366a490eb5fdfade04b2c4583ab44,,,Chloropicon,TARA_PSW_86_MAG_00160,taxogroup_middle,1 NA NA NA NA NA NA NA NA,747033d2424fe64379fc7d8cabadda347f7ead2c,,,,,,,,,
Chloropicon,TARA_PSW_86_MAG_00260,genus,NA NA NA 4 5 NA NA NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,a1a73e72269366a490eb5fdfade04b2c4583ab44,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,62d4efcd3795665240709341fbf31881320a18aa,,,,,,Chloropicon,TARA_PSW_86_MAG_00260,genus,NA NA NA NA NA NA NA NA NA,747033d2424fe64379fc7d8cabadda347f7ead2c,,,,,,,,,
Chloropicon,TARA_PSW_86_MAG_00260,taxogroup_middle,NA NA NA NA NA NA 7 NA NA,1f9bc45ded5aefb6ed99199903cf146d133c5033,a1a73e72269366a490eb5fdfade04b2c4583ab44,d0430ca982ea85837786256dccf44460964f369b,f359db7dd2290397296d6b8e8d184422cf3b006e,74c4f15ca9aa7b936dbf91e31457b5fa1f5e9784,756b537b6d951b323ed9a3334ed5c1d36973a4d9,62d4efcd3795665240709341fbf31881320a18aa,,,,Chloropicon,TARA_PSW_86_MAG_00260,taxogroup_middle,NA NA NA NA NA NA NA NA NA,747033d2424fe64379fc7d8cabadda347f7ead2c,,,,,,,,,
Cylindrotheca,TARA_AON_82_MAG_00159,taxogroup_middle,NA 2 NA NA NA NA NA NA NA,72ddee1a3743aa4053a16dc0971cbfbc5232bb77,681a89b39117f06409a4019e6151bacc519b557a,,,,,,,,,Cylindrotheca,TARA_AON_82_MAG_00159,taxogroup_middle,NA NA NA NA NA NA NA NA NA,f2535fb7698319178c36caae0778b1efe14156ca,,,,,,,,,
Cylindrotheca,TARA_IOS_50_MAG_00056,taxogroup_middle,NA NA NA NA NA NA NA NA NA,f2535fb7698319178c36caae0778b1efe14156ca,,,,,,,,,,Cylindrotheca,TARA_IOS_50_MAG_00056,taxogroup_middle,NA NA NA NA NA NA NA NA NA,f2535fb7698319178c36caae0778b1efe14156ca,,,,,,,,,
Emiliania,TARA_AON_82_MAG_00351,taxogroup_middle,1,dfaa4578213ad7a1abbdb014c86aa3b4503bf6ab,,,,,,,,,,Emiliania,TARA_AON_82_MAG_00351,taxogroup_middle,1,dfaa4578213ad7a1abbdb014c86aa3b4503bf6ab,,,,,,,,,
Emiliania,TARA_AOS_82_MAG_00161,taxogroup_middle,1,dfaa4578213ad7a1abbdb014c86aa3b4503bf6ab,,,,,,,,,,Emiliania,TARA_AOS_82_MAG_00161,taxogroup_middle,1,dfaa4578213ad7a1abbdb014c86aa3b4503bf6ab,,,,,,,,,
Emiliania,TARA_ARC_108_MAG_00275,taxogroup_middle,"",dfaa4578213ad7a1abbdb014c86aa3b4503bf6ab,,,,,,,,,,Emiliania,TARA_ARC_108_MAG_00275,taxogroup_middle,"",dfaa4578213ad7a1abbdb014c86aa3b4503bf6ab,,,,,,,,,
Emiliania,TARA_MED_95_MAG_00430,taxogroup_middle,1,dfaa4578213ad7a1abbdb014c86aa3b4503bf6ab,,,,,,,,,,Emiliania,TARA_MED_95_MAG_00430,taxogroup_middle,1,dfaa4578213ad7a1abbdb014c86aa3b4503bf6ab,,,,,,,,,
Emiliania,TARA_PSE_93_MAG_00235,taxogroup_middle,1,dfaa4578213ad7a1abbdb014c86aa3b4503bf6ab,,,,,,,,,,Emiliania,TARA_PSE_93_MAG_00235,taxogroup_middle,1,dfaa4578213ad7a1abbdb014c86aa3b4503bf6ab,,,,,,,,,
Florenciella,TARA_ARC_108_MAG_00262,taxogroup_2,NA 2 NA NA NA NA NA NA NA,a377a828654b0b116a811fe426fe9ee6edac204b,921d39a7a9d19a89bb67c9b08aa2b7985fe98f61,,,,,,,,,Florenciella,TARA_ARC_108_MAG_00262,taxogroup_2,1 NA NA NA NA NA NA NA NA,921d39a7a9d19a89bb67c9b08aa2b7985fe98f61,,,,,,,,,
Florenciella,TARA_ARC_108_MAG_00262,taxogroup_middle,1 NA NA NA NA NA NA,921d39a7a9d19a89bb67c9b08aa2b7985fe98f61,,,,,,,,,,Florenciella,TARA_ARC_108_MAG_00262,taxogroup_middle,1 NA NA NA NA NA NA,921d39a7a9d19a89bb67c9b08aa2b7985fe98f61,,,,,,,,,
Florenciella,TARA_MED_95_MAG_00475,taxogroup_2,NA NA NA NA NA NA NA NA NA,921d39a7a9d19a89bb67c9b08aa2b7985fe98f61,,,,,,,,,,Florenciella,TARA_MED_95_MAG_00475,taxogroup_2,NA NA NA NA NA NA NA NA,921d39a7a9d19a89bb67c9b08aa2b7985fe98f61,,,,,,,,,
Florenciella,TARA_MED_95_MAG_00475,taxogroup_middle,NA NA NA NA NA NA NA NA,921d39a7a9d19a89bb67c9b08aa2b7985fe98f61,,,,,,,,,,Florenciella,TARA_MED_95_MAG_00475,taxogroup_middle,NA NA NA NA NA NA NA NA,921d39a7a9d19a89bb67c9b08aa2b7985fe98f61,,,,,,,,,
Florenciella,TARA_SOC_28_MAG_00069,taxogroup_2,1 NA NA NA NA NA NA NA NA,921d39a7a9d19a89bb67c9b08aa2b7985fe98f61,,,,,,,,,,Florenciella,TARA_SOC_28_MAG_00069,taxogroup_2,1 NA NA NA NA NA NA NA NA,921d39a7a9d19a89bb67c9b08aa2b7985fe98f61,,,,,,,,,
Florenciella,TARA_SOC_28_MAG_00069,taxogroup_middle,1 NA NA NA NA NA NA,921d39a7a9d19a89bb67c9b08aa2b7985fe98f61,,,,,,,,,,Florenciella,TARA_SOC_28_MAG_00069,taxogroup_middle,1 NA NA NA NA NA NA NA NA,921d39a7a9d19a89bb67c9b08aa2b7985fe98f61,,,,,,,,,
Fragilariopsis,TARA_AOS_82_MAG_00176,genus,NA NA 3 NA NA NA,e8055bf1484f0ef1d0f0f67f4a3699f5490631fe,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,305fd2498796bfc1f3d2bf7f9d66954c3ed33ac5,,,,,,,,Fragilariopsis,TARA_AOS_82_MAG_00176,genus,NA NA 3 NA NA NA NA,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,e8055bf1484f0ef1d0f0f67f4a3699f5490631fe,305fd2498796bfc1f3d2bf7f9d66954c3ed33ac5,,,,,,,
Fragilariopsis,TARA_AOS_82_MAG_00176,taxogroup_middle,NA NA 3 NA NA NA,e8055bf1484f0ef1d0f0f67f4a3699f5490631fe,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,305fd2498796bfc1f3d2bf7f9d66954c3ed33ac5,,,,,,,,Fragilariopsis,TARA_AOS_82_MAG_00176,taxogroup_middle,NA NA NA NA NA NA NA NA,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,e8055bf1484f0ef1d0f0f67f4a3699f5490631fe,305fd2498796bfc1f3d2bf7f9d66954c3ed33ac5,,,,,,,
Fragilariopsis,TARA_ARC_108_MAG_00122,genus,NA NA NA NA NA NA NA,e8055bf1484f0ef1d0f0f67f4a3699f5490631fe,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,305fd2498796bfc1f3d2bf7f9d66954c3ed33ac5,,,,,,,,Fragilariopsis,TARA_ARC_108_MAG_00122,genus,NA NA NA NA NA NA NA,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,e8055bf1484f0ef1d0f0f67f4a3699f5490631fe,305fd2498796bfc1f3d2bf7f9d66954c3ed33ac5,,,,,,,
Fragilariopsis,TARA_ARC_108_MAG_00122,taxogroup_middle,1 NA NA NA NA NA NA NA NA,8747f401bb2075fcd968a921e6b017d5c86b60a4,,,,,,,,,,Fragilariopsis,TARA_ARC_108_MAG_00122,taxogroup_middle,NA NA NA NA NA NA NA NA NA,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,e8055bf1484f0ef1d0f0f67f4a3699f5490631fe,305fd2498796bfc1f3d2bf7f9d66954c3ed33ac5,,,,,,,
Fragilariopsis,TARA_ARC_108_MAG_00187,genus,NA NA 3 NA NA NA,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,305fd2498796bfc1f3d2bf7f9d66954c3ed33ac5,e8055bf1484f0ef1d0f0f67f4a3699f5490631fe,,,,,,,,Fragilariopsis,TARA_ARC_108_MAG_00187,genus,1 NA 3 NA NA NA NA NA,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,e8055bf1484f0ef1d0f0f67f4a3699f5490631fe,305fd2498796bfc1f3d2bf7f9d66954c3ed33ac5,,,,,,,
Fragilariopsis,TARA_ARC_108_MAG_00187,taxogroup_middle,NA NA 3 NA NA NA NA NA,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,305fd2498796bfc1f3d2bf7f9d66954c3ed33ac5,e8055bf1484f0ef1d0f0f67f4a3699f5490631fe,,,,,,,,Fragilariopsis,TARA_ARC_108_MAG_00187,taxogroup_middle,1 NA NA NA NA NA,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,,,,,,,,,
Fragilariopsis,TARA_SOC_28_MAG_00031,genus,NA NA 3 NA NA NA,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,305fd2498796bfc1f3d2bf7f9d66954c3ed33ac5,e8055bf1484f0ef1d0f0f67f4a3699f5490631fe,,,,,,,,Fragilariopsis,TARA_SOC_28_MAG_00031,genus,1 NA NA NA NA NA NA,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,,,,,,,,,
Fragilariopsis,TARA_SOC_28_MAG_00031,taxogroup_middle,NA NA NA NA NA NA,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,305fd2498796bfc1f3d2bf7f9d66954c3ed33ac5,e8055bf1484f0ef1d0f0f67f4a3699f5490631fe,,,,,,,,Fragilariopsis,TARA_SOC_28_MAG_00031,taxogroup_middle,1 NA NA NA NA NA NA,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,,,,,,,,,
Fragilariopsis,TARA_SOC_28_MAG_00071,genus,NA NA NA NA NA NA NA,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,305fd2498796bfc1f3d2bf7f9d66954c3ed33ac5,e8055bf1484f0ef1d0f0f67f4a3699f5490631fe,,,,,,,,Fragilariopsis,TARA_SOC_28_MAG_00071,genus,NA NA NA NA NA NA NA NA,af0b2f0a8b345b54b5d7b314178a1ac4c2ed69a3,,,,,,,,,
Fragilariopsis,TARA_SOC_28_MAG_00071,taxogroup_middle,1 NA NA NA NA NA NA,1d0f5b1b3359d8f06219a84b84452707e2f87fee,,,,,,,,,,Fragilariopsis,TARA_SOC_28_MAG_00071,taxogroup_middle,1 NA NA NA NA NA NA NA,1d0f5b1b3359d8f06219a84b84452707e2f87fee,,,,,,,,,
Geminigera,TARA_AON_82_MAG_00302,taxogroup_middle,NA NA NA NA 5 NA NA NA,8b34bbe195aa00656cd4f086de66f6c09f77aaa9,dbb939c1527a681eee5b21165b93e61d2267e8cd,9fdc11ffcbd5b71c0d8c4945e0a91367eca06492,ec6907aa50c64c8e0aff905c9d6c54b344400460,485031ea842d704632a0467f89e8c132ade63acb,,,,,,Geminigera,TARA_AON_82_MAG_00302,taxogroup_middle,NA 2 NA NA NA NA NA,8b34bbe195aa00656cd4f086de66f6c09f77aaa9,dbb939c1527a681eee5b21165b93e61d2267e8cd,,,,,,,,
Geminigera,TARA_AON_82_MAG_00303,taxogroup_middle,NA NA NA NA NA NA NA,e1b0da2955a269e46bfa73ff194ead83e817b598,,,,,,,,,,Geminigera,TARA_AON_82_MAG_00303,taxogroup_middle,NA NA NA NA NA NA NA,e1b0da2955a269e46bfa73ff194ead83e817b598,,,,,,,,,
Geminigera,TARA_AON_82_MAG_00306,taxogroup_middle,NA NA NA NA NA NA,e1b0da2955a269e46bfa73ff194ead83e817b598,,,,,,,,,,Geminigera,TARA_AON_82_MAG_00306,taxogroup_middle,NA NA NA NA NA NA,e1b0da2955a269e46bfa73ff194ead83e817b598,,,,,,,,,
Geminigera,TARA_ARC_108_MAG_00244,taxogroup_middle,1 NA NA NA NA NA,33368757d8b7ad794a2cdc7d58a8f48151e8d5b1,,,,,,,,,,Geminigera,TARA_ARC_108_MAG_00244,taxogroup_middle,NA NA NA NA,e1b0da2955a269e46bfa73ff194ead83e817b598,,,,,,,,,
Geminigera,TARA_ARC_108_MAG_00312,taxogroup_middle,1 NA NA NA NA NA,afc25d362957cfa2e8bf96cdc196bfb11fef6ad9,,,,,,,,,,Geminigera,TARA_ARC_108_MAG_00312,taxogroup_middle,1 NA NA NA NA NA NA NA,afc25d362957cfa2e8bf96cdc196bfb11fef6ad9,,,,,,,,,
Geminigera,TARA_PSW_86_MAG_00262,taxogroup_middle,NA NA NA NA NA NA NA,e1b0da2955a269e46bfa73ff194ead83e817b598,,,,,,,,,,Geminigera,TARA_PSW_86_MAG_00262,taxogroup_middle,NA NA 3 NA NA NA NA,dbb939c1527a681eee5b21165b93e61d2267e8cd,8b34bbe195aa00656cd4f086de66f6c09f77aaa9,9fdc11ffcbd5b71c0d8c4945e0a91367eca06492,,,,,,,
Geminigera,TARA_PSW_86_MAG_00303,taxogroup_middle,NA NA NA NA,e1b0da2955a269e46bfa73ff194ead83e817b598,,,,,,,,,,Geminigera,TARA_PSW_86_MAG_00303,taxogroup_middle,NA NA NA NA NA NA,e1b0da2955a269e46bfa73ff194ead83e817b598,,,,,,,,,
Haptolina,TARA_ARC_108_MAG_00303,taxogroup_middle,NA NA NA NA NA NA NA,6aed8e30c02a96997baa8d2ba3c0dede3a2cde4b,,,,,,,,,,Haptolina,TARA_ARC_108_MAG_00303,taxogroup_middle,NA NA NA NA NA NA NA NA,6aed8e30c02a96997baa8d2ba3c0dede3a2cde4b,,,,,,,,,
Haptolina,TARA_ARC_108_MAG_00323,taxogroup_middle,NA NA NA NA NA NA NA,6aed8e30c02a96997baa8d2ba3c0dede3a2cde4b,,,,,,,,,,Haptolina,TARA_ARC_108_MAG_00323,taxogroup_middle,NA NA NA NA NA NA NA NA,6aed8e30c02a96997baa8d2ba3c0dede3a2cde4b,,,,,,,,,
Leptocylindrus,TARA_ARC_108_MAG_00108,genus,NA NA NA NA NA NA NA,6aed8e30c02a96997baa8d2ba3c0dede3a2cde4b,,,,,,,,,,Leptocylindrus,TARA_ARC_108_MAG_00108,genus,NA NA NA NA NA NA,6aed8e30c02a96997baa8d2ba3c0dede3a2cde4b,,,,,,,,,
Leptocylindrus,TARA_ARC_108_MAG_00108,taxogroup_middle,NA NA NA NA NA NA NA,6aed8e30c02a96997baa8d2ba3c0dede3a2cde4b,,,,,,,,,,Leptocylindrus,TARA_ARC_108_MAG_00108,taxogroup_middle,NA NA NA NA NA NA,6aed8e30c02a96997baa8d2ba3c0dede3a2cde4b,,,,,,,,,
MALV-I,Metagenome_centric_SAG_TOSAG41_9,taxogroup_1,NA NA NA NA NA NA NA NA NA,6aed8e30c02a96997baa8d2ba3c0dede3a2cde4b,,,,,,,,,,MALV-I,Metagenome_centric_SAG_TOSAG41_9,taxogroup_1,NA NA NA NA NA NA NA NA NA,6aed8e30c02a96997baa8d2ba3c0dede3a2cde4b,,,,,,,,,
MALV-I,Metagenome_centric_SAG_TOSAG41_9,taxogroup_2,NA NA NA NA NA NA NA NA NA,6aed8e30c02a96997baa8d2ba3c0dede3a2cde4b,,,,,,,,,,MALV-I,Metagenome_centric_SAG_TOSAG41_9,taxogroup_2,NA NA NA NA NA NA NA NA NA,6aed8e30c02a96997baa8d2ba3c0dede3a2cde4b,,,,,,,,,
Mantoniella,TARA_PSW_86_MAG_00295,taxogroup_middle,1 2 NA NA NA NA,f6d353cb19d24cb217eb92ab4ab6bfbf7c045a66,f7157cc30a81a6afbe16b9629287f6aac96e987d,,,,,,,,,Mantoniella,TARA_PSW_86_MAG_00295,taxogroup_middle,NA NA NA NA NA,f7157cc30a81a6afbe16b9629287f6aac96e987d,,,,,,,,,
Micromonas,TARA_ANE_2018_MAG_00101,genus,NA NA,f6d353cb19d24cb217eb92ab4ab6bfbf7c045a66,f7157cc30a81a6afbe16b9629287f6aac96e987d,,,,,,,,,Micromonas,TARA_ANE_2018_MAG_00101,genus,NA NA NA NA NA NA,f7157cc30a81a6afbe16b9629287f6aac96e987d,,,,,,,,,
