organism,taxlevel,Min,Max,Mean,Se,top,metrics,iteration_count,matchtype
Minutocellus,taxogroup_middle,0.024447413127171,0.0876360212329648,0.0640758422028723,0.0140671694129265,2,rho,42,None.
Minutocellus,taxogroup_middle,0.0344708382180449,0.101012768226752,0.0578039001474349,0.0110806748050847,2,rho,42,"Only SMAG, not V9"
Minutocellus,taxogroup_middle,0.0217968970052048,0.083503793967726,0.0604031653640743,0.0139418135105457,3,rho,42,None.
Minutocellus,taxogroup_middle,0.030378422276342,0.0679718089487548,0.0492596808249646,0.00762125964881322,3,rho,42,"Only SMAG, not V9"
Minutocellus,taxogroup_middle,0.0214574455815078,0.0789284111950389,0.0573497280541982,0.0132446575920151,4,rho,42,None.
Minutocellus,taxogroup_middle,0.0291306371002624,0.0558929680279072,0.045824932462483,0.00620211828546522,4,rho,42,"Only SMAG, not V9"
Minutocellus,taxogroup_middle,0.0210713786898011,0.0757522700960018,0.0539879285311972,0.0126896518096159,5,rho,42,None.
Minutocellus,taxogroup_middle,0.0289872482276495,0.05576122164236,0.0428138578074476,0.00575041187771572,5,rho,42,"Only SMAG, not V9"
Minutocellus,taxogroup_middle,0.0204142561311029,0.0736307184969016,0.0521616006352779,0.0121735448506227,6,rho,42,None.
Minutocellus,taxogroup_middle,0.0280325090341196,0.0521359648612595,0.0397596138389747,0.00488740072030306,6,rho,42,"Only SMAG, not V9"
Minutocellus,taxogroup_middle,0.0199407857822325,0.0733642824233418,0.0502353110258584,0.0116048733072373,7,rho,42,None.
Minutocellus,taxogroup_middle,0.0261193316378953,0.0486551042381355,0.0379288450810939,0.00489849442334163,7,rho,42,"Only SMAG, not V9"
Minutocellus,taxogroup_middle,0.0190384270364167,0.0706447158710729,0.0488197836952972,0.0113119214166816,8,rho,42,None.
Minutocellus,taxogroup_middle,0.0259889950628726,0.0432863055570892,0.0362844498864453,0.00430778338203445,8,rho,42,"Only SMAG, not V9"
Minutocellus,taxogroup_middle,0.0179836241434845,0.0704709794797749,0.047447483578246,0.0112460251803141,9,rho,42,None.
Minutocellus,taxogroup_middle,0.0254076057968378,0.0422462213058004,0.0348650855531734,0.00436088091315574,9,rho,42,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_1,0.0313827504651869,0.089811890638703,0.0554495257375036,0.0151363959555475,10,rho,41,None.
New_Bacillariaceae_01,taxogroup_1,0.0353371878333773,0.0545570829817432,0.0435881598011579,0.00492242245363039,10,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_1,0.0998134555400351,0.162613049434894,0.13834636313471,0.0138919128624627,1,rho,41,Both
New_Bacillariaceae_01,taxogroup_1,0.0418829378288645,0.132487150856412,0.078911661795526,0.0207192918918647,1,rho,41,None.
New_Bacillariaceae_01,taxogroup_1,0.0366202116668191,0.109178687631964,0.0721654333421045,0.0188271439416204,2,rho,41,None.
New_Bacillariaceae_01,taxogroup_1,0.0498645614965342,0.0875132691868971,0.0637480424464825,0.00947627404737046,2,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_1,0.036491563521892,0.104783459078012,0.0675202301993881,0.0178558556571433,3,rho,41,None.
New_Bacillariaceae_01,taxogroup_1,0.0443375241343197,0.0698338994601406,0.0571380903990847,0.00694926060834601,3,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_1,0.0360014857953803,0.104667491438174,0.0645606051790907,0.0170326537402464,4,rho,41,None.
New_Bacillariaceae_01,taxogroup_1,0.0415900887751068,0.0656596228389658,0.0531403499482021,0.00646060685788094,4,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_1,0.0343415412044668,0.100087969893764,0.0624501778019942,0.0164997185268563,5,rho,41,None.
New_Bacillariaceae_01,taxogroup_1,0.0408606812527832,0.0615115455653392,0.0508752825006574,0.00574361095648849,5,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_1,0.0338937262328241,0.0985710014596712,0.0607329205318978,0.0164373529118121,6,rho,41,None.
New_Bacillariaceae_01,taxogroup_1,0.039122899793789,0.060488948949973,0.0487021751963595,0.00569894771065691,6,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_1,0.033821367348195,0.097996743982638,0.0593716394368735,0.0161684203591299,7,rho,41,None.
New_Bacillariaceae_01,taxogroup_1,0.0389273793052582,0.0594624506536737,0.0472135993999077,0.00517398656909052,7,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_1,0.0330230692066974,0.0966435198941149,0.0579082199367822,0.0160361275930348,8,rho,41,None.
New_Bacillariaceae_01,taxogroup_1,0.036871819332051,0.0585681917320795,0.0457475369332454,0.00509527016077915,8,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_1,0.0329069848740674,0.0935812047647278,0.0567567312292024,0.0157568267951579,9,rho,41,None.
New_Bacillariaceae_01,taxogroup_1,0.0359537652194908,0.0549404558082327,0.0444344551934336,0.00486968531828362,9,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_2,0.0279037117312051,0.0850781445178402,0.0533043112150234,0.0144457600701382,10,rho,41,None.
New_Bacillariaceae_01,taxogroup_2,0.0314391632991498,0.0521450040483763,0.0409799688924714,0.00497569853197611,10,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_2,0.0998134555400351,0.162613049434894,0.13834636313471,0.0138919128624627,1,rho,41,Both
New_Bacillariaceae_01,taxogroup_2,0.0385146120431015,0.132487150856412,0.0774700311899759,0.0210037949155433,1,rho,41,None.
New_Bacillariaceae_01,taxogroup_2,0.0366202116668191,0.108349367681892,0.0692887941305409,0.0177089214638832,2,rho,41,None.
New_Bacillariaceae_01,taxogroup_2,0.0498645614965342,0.0875132691868971,0.0633558689909645,0.00977884371374708,2,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_2,0.036491563521892,0.104783459078012,0.0651382352148495,0.0170727708714551,3,rho,41,None.
New_Bacillariaceae_01,taxogroup_2,0.0435740248688153,0.0686874279668398,0.0561762900855578,0.00680745780623132,3,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_2,0.0360014857953803,0.104667491438174,0.0620428158601628,0.0162150177204482,4,rho,41,None.
New_Bacillariaceae_01,taxogroup_2,0.039122899793789,0.0648256574366203,0.0516370675322184,0.00610256402226065,4,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_2,0.0331976352096179,0.100087969893764,0.0599255762387746,0.0158657866703837,5,rho,41,None.
New_Bacillariaceae_01,taxogroup_2,0.0389273793052582,0.0600511077358961,0.0483079844795176,0.00528220265539342,5,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_2,0.0312433611197702,0.0985710014596712,0.0581475476005736,0.0158136664794325,6,rho,41,None.
New_Bacillariaceae_01,taxogroup_2,0.036871819332051,0.0572257614222311,0.0464121695000257,0.00500070675035051,6,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_2,0.0308176486382197,0.0966435198941149,0.0565458714860372,0.0154046463742502,7,rho,41,None.
New_Bacillariaceae_01,taxogroup_2,0.0359537652194908,0.0546405608145987,0.0447782067711443,0.00487870787255866,7,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_2,0.0295781072887475,0.0935812047647278,0.0552859642986676,0.0149625117619268,8,rho,41,None.
New_Bacillariaceae_01,taxogroup_2,0.0347371543943898,0.054193551697698,0.0435149624388682,0.00510885943009003,8,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_01,taxogroup_2,0.0287136748855286,0.0854879961829799,0.0542298977414001,0.0145820462160271,9,rho,41,None.
New_Bacillariaceae_01,taxogroup_2,0.0346817410336251,0.0534244487061668,0.0422381104624812,0.00485262878241428,9,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_1,0.0332224357309801,0.0793426015955956,0.0570554723110533,0.0123437129768686,10,rho,41,None.
New_Bacillariaceae_02,taxogroup_1,0.0352642813334026,0.05735884654776,0.044201323301919,0.00450425074852896,10,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_1,0.0998134555400351,0.162613049434894,0.13834636313471,0.0138919128624627,1,rho,41,Both
New_Bacillariaceae_02,taxogroup_1,0.0471157961465913,0.12672930976266,0.0802464107998244,0.0189512051787363,1,rho,41,None.
New_Bacillariaceae_02,taxogroup_1,0.0429771591996547,0.102725832994023,0.0726983764844207,0.0160698266962387,2,rho,41,None.
New_Bacillariaceae_02,taxogroup_1,0.0473699082853527,0.0903938197141967,0.064009023943725,0.0102723687449923,2,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_1,0.0420144054004721,0.0991351261106864,0.0687923307928032,0.0149642549919456,3,rho,41,None.
New_Bacillariaceae_02,taxogroup_1,0.0440956950102394,0.08644411008112,0.0577112516435479,0.00885133463736774,3,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_1,0.0389993016352629,0.0896151758153255,0.0667655547674692,0.0143951622830775,4,rho,41,None.
New_Bacillariaceae_02,taxogroup_1,0.0423056701117387,0.073636636328314,0.0533464733115855,0.00688243477008179,4,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_1,0.0374476660819335,0.0867531010582386,0.0644446064513116,0.0138933108331346,5,rho,41,None.
New_Bacillariaceae_02,taxogroup_1,0.0419613300974937,0.0700661655208336,0.0510012465082833,0.00604695541048316,5,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_1,0.0363769609297163,0.0844203614378253,0.0623188107014649,0.0136636030988539,6,rho,41,None.
New_Bacillariaceae_02,taxogroup_1,0.0411433484791687,0.0620377958330129,0.0491877523021688,0.00521456195385124,6,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_1,0.0351021168113703,0.0842366677519768,0.0606906269502877,0.0130604437278318,7,rho,41,None.
New_Bacillariaceae_02,taxogroup_1,0.038899514075224,0.0600809711592193,0.0475250721229784,0.00471718915926179,7,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_1,0.0350568027254636,0.0837995479645691,0.059777676458774,0.0128542704838951,8,rho,41,None.
New_Bacillariaceae_02,taxogroup_1,0.0366321794104041,0.0589183265983329,0.0461356688755163,0.00482302951967951,8,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_1,0.0341361003558858,0.0835857215673364,0.0583335684935994,0.0126126821042225,9,rho,41,None.
New_Bacillariaceae_02,taxogroup_1,0.0360629655936339,0.0586411990636965,0.0449018874142753,0.00469171406765271,9,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_2,0.0318315648346039,0.0774234142624214,0.055088339602978,0.0120478288309949,10,rho,41,None.
New_Bacillariaceae_02,taxogroup_2,0.032565410741767,0.0564170805823898,0.0421779425108197,0.00491557723569802,10,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_2,0.0998134555400351,0.162613049434894,0.13834636313471,0.0138919128624627,1,rho,41,Both
New_Bacillariaceae_02,taxogroup_2,0.0429771591996547,0.12672930976266,0.078791840867169,0.0195516769682945,1,rho,41,None.
New_Bacillariaceae_02,taxogroup_2,0.0420144054004721,0.102725832994023,0.0705086882543424,0.016256842864361,2,rho,41,None.
New_Bacillariaceae_02,taxogroup_2,0.042652238768441,0.0903938197141967,0.0622436065744397,0.0108946296304502,2,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_2,0.0389993016352629,0.0896151758153255,0.0670493258573588,0.0144913190534713,3,rho,41,None.
New_Bacillariaceae_02,taxogroup_2,0.0423508456750867,0.08644411008112,0.0560022749385431,0.00877061045656168,3,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_2,0.0374476660819335,0.0867531010582386,0.0647972399975859,0.014398197023578,4,rho,41,None.
New_Bacillariaceae_02,taxogroup_2,0.0403832614276293,0.073636636328314,0.0518675927631041,0.00723956877313126,4,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_2,0.0358100232495889,0.0847686997041217,0.0619581786894454,0.0141206534949178,5,rho,41,None.
New_Bacillariaceae_02,taxogroup_2,0.0379269837598772,0.0624399267714471,0.0490805117992556,0.00590318128504241,5,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_2,0.0351021168113703,0.0835857215673364,0.0602994118157779,0.0133367936325877,6,rho,41,None.
New_Bacillariaceae_02,taxogroup_2,0.0378783937084335,0.0600809711592193,0.0474809822690079,0.00551230776146697,6,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_2,0.0338918908304011,0.0795721142665886,0.0585903100152493,0.0128306870388606,7,rho,41,None.
New_Bacillariaceae_02,taxogroup_2,0.0355617364585921,0.0589183265983329,0.0458234934137875,0.00500057271362215,7,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_2,0.0332224357309801,0.0778199621730951,0.0571455712907949,0.0122260518329403,8,rho,41,None.
New_Bacillariaceae_02,taxogroup_2,0.034096404737832,0.0586411990636965,0.0443395203327486,0.00492496786292947,8,rho,41,"Only SMAG, not V9"
New_Bacillariaceae_02,taxogroup_2,0.0319289988349963,0.0777302143101659,0.0561759990409942,0.0121503162884497,9,rho,41,None.
New_Bacillariaceae_02,taxogroup_2,0.0332403620935829,0.05735884654776,0.0430739323862749,0.00496015501961425,9,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_1,0.014163037435626,0.0755420117703053,0.0385309166304944,0.0106458108037618,10,rho,41,None.
New_Bicosoecales_01,taxogroup_1,0.0186219374049375,0.0339916707492665,0.0266728647672091,0.00437031441678349,10,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_1,0.0427281475543974,0.0427281475543974,0.0427281475543974,,10,rho,1,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_1,0.0998134555400351,0.162613049434894,0.13834636313471,0.0138919128624627,1,rho,41,Both
New_Bicosoecales_01,taxogroup_1,0.0318960853777378,0.131846571083728,0.0666596775245604,0.0177135613608673,1,rho,41,None.
New_Bicosoecales_01,taxogroup_1,0.0283994700540206,0.0979115656537472,0.058211861346313,0.0149603923718189,2,rho,41,None.
New_Bicosoecales_01,taxogroup_1,0.0353968743453357,0.0861061449193715,0.0509700113518879,0.0112483195478359,2,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_1,0.0512432293290527,0.0512432293290527,0.0512432293290527,,2,rho,1,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_1,0.023050208594906,0.0909562550488593,0.053238687968806,0.0141148557879873,3,rho,41,None.
New_Bicosoecales_01,taxogroup_1,0.0301955360762823,0.0615013880055809,0.0427360693028147,0.00756057323949279,3,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_1,0.04137750781647,0.04137750781647,0.04137750781647,,3,rho,1,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_1,0.0196983998695821,0.0867167908853712,0.049616371448782,0.0131149963878265,4,rho,41,None.
New_Bicosoecales_01,taxogroup_1,0.0274753821700238,0.0577841995791238,0.0386574357055391,0.00639981612154562,4,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_1,0.0470199548671071,0.0470199548671071,0.0470199548671071,,4,rho,1,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_1,0.0194499087238553,0.0831348919793272,0.0468542719703664,0.0122665683483412,5,rho,41,None.
New_Bicosoecales_01,taxogroup_1,0.0266103554813338,0.0447785413117653,0.035758297983167,0.00446455739024543,5,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_1,0.0191443948947383,0.0822764735580255,0.0445401234544989,0.0118742114753489,6,rho,41,None.
New_Bicosoecales_01,taxogroup_1,0.0212112832662255,0.0411845028947029,0.0335643795674023,0.00484090158700299,6,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_1,0.0499485900479527,0.0499485900479527,0.0499485900479527,,6,rho,1,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_1,0.0188946842356067,0.0808975376268139,0.0427326122681315,0.0115477933281944,7,rho,41,None.
New_Bicosoecales_01,taxogroup_1,0.0210539072159128,0.0385556510574384,0.0316849402199416,0.00452534761623917,7,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_1,0.0453866549725877,0.0453866549725877,0.0453866549725877,,7,rho,1,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_1,0.0162029858755153,0.078259022938326,0.0410722149880819,0.0111991726759928,8,rho,41,None.
New_Bicosoecales_01,taxogroup_1,0.0197643316033734,0.0383727322567311,0.0299325153419808,0.00456900089892946,8,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_1,0.0160490248019688,0.0777333000032768,0.0397560829203798,0.0108736252727711,9,rho,41,None.
New_Bicosoecales_01,taxogroup_1,0.0192426555064044,0.0365300798737215,0.0279774036884385,0.0044052022474792,9,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_1,0.0369699374056026,0.0369699374056026,0.0369699374056026,,9,rho,1,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_2,0.00597291106307196,0.0474786957494277,0.0193152781451913,0.0080439089527264,10,rho,41,None.
New_Bicosoecales_01,taxogroup_2,0.0056156390640163,0.0230078369842377,0.0113312359499279,0.00364636685757874,10,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_2,0.00925897816667132,0.0271422815050868,0.0184805617243901,0.00759970271898582,10,rho,3,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_2,0.0998134555400351,0.162613049434894,0.13834636313471,0.0138919128624627,1,rho,41,Both
New_Bicosoecales_01,taxogroup_2,0.0172573707644658,0.10927751721086,0.050368748417024,0.0177025025077928,1,rho,41,None.
New_Bicosoecales_01,taxogroup_2,0.0427281475543974,0.0512432293290527,0.0464526772853459,0.00435648448703086,1,rho,3,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_2,0.0133996051496089,0.0813043175326249,0.0397522256385949,0.0132689645086693,2,rho,41,None.
New_Bicosoecales_01,taxogroup_2,0.0122636017546386,0.0828463555286192,0.0392600235889054,0.0153639438891842,2,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_2,0.0243244174054234,0.0499485900479527,0.0392904239671429,0.00862622707782483,2,rho,7,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_2,0.011717762217154,0.0679372619513882,0.0341021775533293,0.0118125760617298,3,rho,41,None.
New_Bicosoecales_01,taxogroup_2,0.0100725825063663,0.0615013880055809,0.0275982357441143,0.00960901261885352,3,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_2,0.0123235663331254,0.0368283431430732,0.0239887439510281,0.0103606591989959,3,rho,5,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_2,0.00885983135069335,0.0651970962880126,0.0304508135347408,0.0111446390357167,4,rho,41,None.
New_Bicosoecales_01,taxogroup_2,0.00863011443120376,0.0577841995791238,0.0226507184196036,0.00831201417486978,4,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_2,0.00716243834061925,0.0647232311689654,0.0276213212540884,0.0103643258100663,5,rho,41,None.
New_Bicosoecales_01,taxogroup_2,0.00812415579130821,0.0383727322567311,0.018159351870673,0.00605123093219226,5,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_2,0.0181515386936675,0.0241678010672072,0.0211596698804374,0.0042541399217274,5,rho,2,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_2,0.00660468970111328,0.0593108535644811,0.0255218042711746,0.00989934264669357,6,rho,41,None.
New_Bicosoecales_01,taxogroup_2,0.00699243145981354,0.0346886501621733,0.0159239643929755,0.00527490093382969,6,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_2,0.0149656940032967,0.0275077246056309,0.0224368579903774,0.00540489147606877,6,rho,4,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_2,0.00651209283781107,0.0541756401518442,0.0236103286580299,0.00908210824272384,7,rho,41,None.
New_Bicosoecales_01,taxogroup_2,0.00679954710466657,0.0303175520225863,0.0144230027097782,0.0045272677363325,7,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_2,0.0122832632413924,0.0343796297649038,0.0259962699706172,0.0095621460726313,7,rho,4,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_2,0.0063830641881194,0.0507668274316114,0.0219097762732123,0.00861543892584372,8,rho,41,None.
New_Bicosoecales_01,taxogroup_2,0.00659388740503653,0.027801603215327,0.0131499316695067,0.00432078905487035,8,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_2,0.0398872697824546,0.0398872697824546,0.0398872697824546,,8,rho,1,"Only V9, not SMAG"
New_Bicosoecales_01,taxogroup_2,0.00602108868154616,0.0505435129669519,0.0205190812534804,0.00837412813363955,9,rho,41,None.
New_Bicosoecales_01,taxogroup_2,0.00634088662319177,0.0269692348446547,0.0120555751802436,0.00400145886328607,9,rho,41,"Only SMAG, not V9"
New_Bicosoecales_01,taxogroup_2,0.0161291611305283,0.0325146648759409,0.0211185032718259,0.00680266463356556,9,rho,5,"Only V9, not SMAG"
New_Chlorophyta_01,supergroup,0.0308875797703742,0.0926987986654887,0.0587416861018835,0.0137456483561881,10,rho,41,None.
New_Chlorophyta_01,supergroup,0.0364876899361893,0.0546488055653469,0.044013878996031,0.00397430515628072,10,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,supergroup,0.0998134555400351,0.162613049434894,0.13834636313471,0.0138919128624627,1,rho,41,Both
New_Chlorophyta_01,supergroup,0.0399225383412152,0.130402360020131,0.0837772659483561,0.0191165028478213,1,rho,41,None.
New_Chlorophyta_01,supergroup,0.0394226795220862,0.114710644519224,0.0747163551899232,0.0170672177258419,2,rho,41,None.
New_Chlorophyta_01,supergroup,0.0469449854725895,0.0822420942764494,0.0634308286382911,0.00844547733501872,2,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,supergroup,0.0388850968337383,0.10847124485782,0.0708954133013182,0.0163012668130363,3,rho,41,None.
New_Chlorophyta_01,supergroup,0.0433908139623558,0.069243822057236,0.0567728507386369,0.00618628086740402,3,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,supergroup,0.0348587205495872,0.102548775794672,0.0678747455278378,0.0155050923114212,4,rho,41,None.
New_Chlorophyta_01,supergroup,0.0430160401824885,0.0667154125351053,0.053490110607513,0.00587564127864512,4,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,supergroup,0.0348471201299944,0.0997109133418882,0.0654727625830342,0.0151634459618982,5,rho,41,None.
New_Chlorophyta_01,supergroup,0.0421635456559006,0.0650412969082312,0.051359012705141,0.00525097745197525,5,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,supergroup,0.0348262477064604,0.0991843578576929,0.0636516057658797,0.014925615835186,6,rho,41,None.
New_Chlorophyta_01,supergroup,0.0407245948569002,0.0640386865714473,0.0491996838332826,0.00509573176997126,6,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,supergroup,0.0322368742009209,0.0976069590034334,0.0622004336829222,0.0146968833082015,7,rho,41,None.
New_Chlorophyta_01,supergroup,0.0401264260934449,0.0557950925934476,0.0478087908459367,0.00424284906364211,7,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,supergroup,0.0318194990829171,0.0957598709972272,0.0608042632243669,0.014281547853731,8,rho,41,None.
New_Chlorophyta_01,supergroup,0.0380757370071015,0.0554210819506135,0.0463408542269291,0.00396996030921597,8,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,supergroup,0.031362278234808,0.093606766319419,0.0597236689331375,0.0139519684459862,9,rho,41,None.
New_Chlorophyta_01,supergroup,0.0376309558412067,0.0548571583097877,0.0449371382271351,0.00404513618890547,9,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,taxogroup_1,0.0308875797703742,0.0926987986654887,0.0582044313848963,0.0136296592331675,10,rho,41,None.
New_Chlorophyta_01,taxogroup_1,0.0360676804380449,0.0546488055653469,0.0437092740885413,0.00409323758702036,10,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,taxogroup_1,0.0998134555400351,0.162613049434894,0.13834636313471,0.0138919128624627,1,rho,41,Both
New_Chlorophyta_01,taxogroup_1,0.0399225383412152,0.130402360020131,0.083556629563071,0.0189759909142603,1,rho,41,None.
New_Chlorophyta_01,taxogroup_1,0.0394226795220862,0.112893667872029,0.07430461749397,0.0168493941685439,2,rho,41,None.
New_Chlorophyta_01,taxogroup_1,0.0430552017806266,0.0822420942764494,0.0632282793821752,0.00860499417832825,2,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,taxogroup_1,0.0388850968337383,0.10847124485782,0.070413614076123,0.0160949437860531,3,rho,41,None.
New_Chlorophyta_01,taxogroup_1,0.0428783729358224,0.069243822057236,0.0564365116894111,0.00597846212728682,3,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,taxogroup_1,0.0348587205495872,0.102548775794672,0.06745695892269,0.0155088953113271,4,rho,41,None.
New_Chlorophyta_01,taxogroup_1,0.0427527798474855,0.0667154125351053,0.0532923881775302,0.0058122588817099,4,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,taxogroup_1,0.0348471201299944,0.0997109133418882,0.0650363390338143,0.0150522116596443,5,rho,41,None.
New_Chlorophyta_01,taxogroup_1,0.0421635456559006,0.0650412969082312,0.0510442671296491,0.00519056255620067,5,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,taxogroup_1,0.0348262477064604,0.0991843578576929,0.0633343802595101,0.0149354876805752,6,rho,41,None.
New_Chlorophyta_01,taxogroup_1,0.0407245948569002,0.0640386865714473,0.0491024465979657,0.00515440653731775,6,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,taxogroup_1,0.0322368742009209,0.0976069590034334,0.0617329082010624,0.0145250191613638,7,rho,41,None.
New_Chlorophyta_01,taxogroup_1,0.0395556083895401,0.0557950925934476,0.0474508166474627,0.004347122908145,7,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,taxogroup_1,0.0318194990829171,0.0957598709972272,0.0604286428858024,0.0141981662710155,8,rho,41,None.
New_Chlorophyta_01,taxogroup_1,0.0380757370071015,0.0554210819506135,0.0460932119208747,0.00411696076619852,8,rho,41,"Only SMAG, not V9"
New_Chlorophyta_01,taxogroup_1,0.031362278234808,0.093606766319419,0.0593187142835981,0.0138772326197887,9,rho,41,None.
New_Chlorophyta_01,taxogroup_1,0.0361951323577061,0.0548571583097877,0.0447154476966136,0.00419968201427747,9,rho,41,"Only SMAG, not V9"
New_Choanozoa_01,supergroup,0.0370420875928734,0.10385940857499,0.0666282533503259,0.0145567162449075,10,rho,41,None.
New_Choanozoa_01,supergroup,0.0376271877773594,0.0645071753877275,0.0526622676199671,0.0049716021300987,10,rho,41,"Only SMAG, not V9"
New_Choanozoa_01,supergroup,0.0998134555400351,0.162613049434894,0.13834636313471,0.0138919128624627,1,rho,41,Both
New_Choanozoa_01,supergroup,0.0440444106217758,0.138449562992585,0.0893973454739345,0.0201334446823772,1,rho,41,None.
New_Choanozoa_01,supergroup,0.0426860840740126,0.127991955462515,0.0820858668411286,0.0181144909498486,2,rho,41,None.
New_Choanozoa_01,supergroup,0.053042520833684,0.0931918153020473,0.0707948331675603,0.00943552754710091,2,rho,41,"Only SMAG, not V9"
New_Choanozoa_01,supergroup,0.0392775312225231,0.120058856710169,0.0777272774317592,0.0168245517429458,3,rho,41,None.
New_Choanozoa_01,supergroup,0.0510929010178219,0.0799850597338232,0.0649930209378469,0.00749646939487785,3,rho,41,"Only SMAG, not V9"
